Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision
S/ADV/21/1204,PP-10033750,Wed 14 Jul 2021,Thu 05 Aug 2021,Iceland Foods Ltd Unit 1 Symmetry Park Laines Way Swindon Swindon SN3 4DB,"Installation of two totem poles, installation of one high level fascia sign, various illuminated and non-illuminated signage to front, side and rear elevations",Application Granted,Granted Permission,Fri 01 Oct 2021,Unknown,Not Applicable
S/ADV/21/1202,PP-10034950,Wed 14 Jul 2021,Thu 05 Aug 2021,24 Commercial Road Swindon SN1 5NS,Installation of illuminated fascia sign and illuminated projecting/hanging sign.,Application Granted,Granted Permission,Wed 13 Oct 2021,Unknown,Not Applicable
S/21/1197,PP-10007332,Tue 13 Jul 2021,Tue 13 Jul 2021,49 Manchester Road Swindon SN1 2AG,"Installation of a new shop frontage, extraction fan and flue to the rear",Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/TPO/21/1195,PP-10032754,Tue 13 Jul 2021,Tue 13 Jul 2021,Land At Alexandra Park Normandy Road Wroughton Swindon SN4 0UJ,Works to trees within SBC TPO (No. 6) 2002.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/1172,PP-09958892,Thu 08 Jul 2021,Thu 22 Jul 2021,9 Burns Way Upper Stratton Swindon SN2 7LP,Erection of single storey rear and side extensions with porch to front.,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/HOU/21/1175,PP-10017659,Thu 08 Jul 2021,Thu 08 Jul 2021,184 Marlborough Road Swindon SN3 1LU,Erection of a detached outbuilding to rear garden.,Application Granted,Granted Permission,Thu 28 Oct 2021,Unknown,Not Applicable
S/HOU/21/1163,PP-10001111,Tue 06 Jul 2021,Tue 06 Jul 2021,37 Plattes Close Shaw Swindon SN5 5SA,Erection of a first floor side extension.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/LBC/21/1155,PP-09985441,Mon 05 Jul 2021,Wed 21 Jul 2021,"Units 19, 21, 23 Great Western Outlet Village 1 - 144 Kemble Drive Rodbourne Swindon SN2 2DY",Refit of existing retail store including the painting of existing structural columns.,Application Granted,Granted Permission,Mon 18 Oct 2021,Unknown,Not Applicable
S/21/1157,PP-10001539,Mon 05 Jul 2021,Mon 05 Jul 2021,Tadpole Garden Village Tadpole Lane Blunsdon St Andrew Swindon SN26 8DZ,Erection of a public house with staff accommodation and associated parking. [Non compliance with condition 1 (Drawings) of planning permission S/19/1676].,Application Granted,Granted Permission,Mon 25 Oct 2021,Unknown,Not Applicable
S/21/1150,PP-09948354,Fri 02 Jul 2021,Tue 20 Jul 2021,Land At Waterside Park Darby Close Cheney Manor Industrial Estate Swindon SN2 2PN,Erection of a solar car park canopy within parking area.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/21/1226,Not Applicable,Fri 02 Jul 2021,Wed 21 Jul 2021,7 Market Street Swindon SN1 1RZ,Change of use from Amusement arcade (Sui Generis) to shop (Class E) and dwelling with box dormer window to rear.,Application Granted,Granted Permission,Thu 14 Oct 2021,Unknown,Not Applicable
S/21/1146,PP-09978511,Thu 01 Jul 2021,Tue 20 Jul 2021,Norris Residence Burton Grove Farm Highworth Road South Marston Swindon SN3 4SG,Extension of existing track to Highworth Road and formation of a new vehicular access.,Application Granted,Granted Permission,Thu 14 Oct 2021,Unknown,Not Applicable
S/HOU/21/1227,Not Applicable,Thu 01 Jul 2021,Fri 02 Jul 2021,93 Faringdon Road Swindon SN1 5DH,Erection of a first floor extension and box dormer to rear,Application Granted,Granted Permission,Thu 07 Oct 2021,Unknown,Not Applicable
S/HOU/21/1218,Not Applicable,Fri 25 Jun 2021,Thu 01 Jul 2021,8 Heath Way Stratton St Margaret Swindon SN3 4DT,Erection of a two storey side extension.,Application Granted,Granted Permission,Wed 27 Oct 2021,Unknown,Not Applicable
S/AMEND/21/1208,Not Applicable,Mon 21 Jun 2021,Mon 21 Jun 2021,14 Davenwood Stratton St Margaret Swindon SN2 7LL,Non-material amendment to previous permission S/HOU/21/0673 regarding alterations to approved fenestration.,Minor Amendment Approved,Minor Amendment Approved,Thu 21 Oct 2021,Unknown,Not Applicable
S/HOU/21/1062,PP-09952521,Fri 18 Jun 2021,Fri 18 Jun 2021,18 Cloverlands Haydon Wick Swindon SN25 1RW,Erection of a single storey rear extension and rear dormer window.,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/HOU/21/1065,PP-09952462,Fri 18 Jun 2021,Fri 18 Jun 2021,70 Westlecot Road Old Town Swindon SN1 4HE,Erection of a replacement front garden wall.,Application Granted,Granted Permission,Thu 07 Oct 2021,Unknown,Not Applicable
S/HOU/21/1176,Not Applicable,Wed 16 Jun 2021,Tue 24 Aug 2021,2 The Leasowes Tadpole Garden Village Swindon SN25 2RS,Erection of a dormer window to rear.,Application Granted,Granted Permission,Thu 14 Oct 2021,Unknown,Not Applicable
S/HOU/21/1168,Not Applicable,Tue 15 Jun 2021,Thu 08 Jul 2021,172 Beechcroft Road Swindon SN2 7QE,Erection of a two storey rear extension,Application Granted,Granted Permission,Thu 07 Oct 2021,Unknown,Not Applicable
S/21/1019,PP-09929543,Fri 11 Jun 2021,Mon 02 Aug 2021,32-34 The Mall Old Town Swindon SN1 4JG,Erection of single storey rear extensions,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/0975,PP-09913738,Mon 07 Jun 2021,Mon 07 Jun 2021,Trees 38 Windsor Road Lawn Swindon SN3 1JP,"Erection of a two storey side/rear extension, single storey rear extension and front porch.",Application Granted,Granted Permission,Fri 01 Oct 2021,Unknown,Not Applicable
S/HOU/21/0959,PP-09899336,Wed 02 Jun 2021,Wed 02 Jun 2021,71 Windsor Road Lawn Swindon SN3 1JU,"Erection of a first floor side extensions, single storey front and rear extensions.",Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/21/0932,PP-09865244,Fri 28 May 2021,Mon 28 Jun 2021,Upper Burytown Farm Burytown Lane Blunsdon Swindon SN26 7DQ,Erection of a livestock building for the housing of sheep.,Application Granted,Granted Permission,Mon 18 Oct 2021,Unknown,Not Applicable
S/21/0931,PP-09764135,Fri 28 May 2021,Wed 30 Jun 2021,TK Maxx Unit Great Western Way Swindon SN2 1US,"Erection of a customer entrance/exit lobby, comprehensive refurbishment including new cladding, external display area, alterations to car park and associated works to the existing retail unit plus the sale of food and drink (Class E) up to maximum 30% of the floor area of the unit",Application Granted,Granted Permission,Wed 20 Oct 2021,Unknown,Not Applicable
S/21/0926,PP-09868575,Thu 27 May 2021,Mon 28 Jun 2021,Waylands Volvo Cars Swindon Great Western Way Swindon SN5 8UY,"Erection of a new dealership building comprising showroom, workshop and MOT facility with ancilliary valet bay and associated external display and landscaping.",Application Granted,Granted Permission,Fri 01 Oct 2021,Unknown,Not Applicable
S/HOU/21/0915,PP-09881861,Wed 26 May 2021,Wed 26 May 2021,89 Thornford Drive Westlea Swindon SN5 7BH,Erection of a single storey front extension.,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/HOU/21/0871,PP-09227885,Sat 15 May 2021,Mon 23 Aug 2021,The Old Rectory 8 Vicarage Lane Highworth Swindon SN6 7AD,Erection of a detached summerhouse.,Application Granted,Granted Permission,Mon 18 Oct 2021,Unknown,Not Applicable
S/COND/21/0988,09661614,Fri 07 May 2021,Fri 07 May 2021,Land At Clevedon House 29 Woodland View Wroughton Swindon SN4 9BD,"Discharge of conditions 4, 5, 6, 9, 10, 11, 12, 17, 18, 23 and 24 from Outline Planning Application S/OUT/15/1338 - Outline application for the demolition of 3no. existing dwellings and the erection of up to 10no. dwellings and associated works (All matters reserved).",Conditions Discharged,Conditions Discharged,Thu 14 Oct 2021,Unknown,Not Applicable
S/21/0681,PP-09746549,Fri 16 Apr 2021,Tue 11 May 2021,Meeting Hall Brewery Street Highworth Swindon,Change of use from nursery (Class E(f) to residential (Class C3) use.,Application Granted,Granted Permission,Thu 21 Oct 2021,Unknown,Not Applicable
S/ADV/21/0580,PP-09693616,Wed 31 Mar 2021,Fri 30 Apr 2021,91 Crombey Street Swindon SN1 5QJ,Display of 1 x non illuminated hoarding sign.,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/HOU/21/0548,PP-09670594,Thu 25 Mar 2021,Thu 25 Mar 2021,172 Shrivenham Road Swindon SN1 2NT,Erection of two storey side extension and single storey rear extension.,Application Granted,Granted Permission,Mon 04 Oct 2021,Unknown,Not Applicable
S/21/0531,Not Applicable,Tue 23 Mar 2021,Mon 12 Apr 2021,Hooper's Field Sports Pavilion Rotten Row Wanborough Swindon,"Extensions and alterations to Pavilion, alterations to the car park and 4 new floodlighting columns to tennis courts and associated works.",Application Granted,Granted Permission,Wed 20 Oct 2021,Unknown,Not Applicable
S/21/0514,PP-09635489,Fri 19 Mar 2021,Thu 15 Apr 2021,The Old Stables Hannington Lane Hannington Swindon SN6 7RX,Change of use of land from agricultural to domestic garden (retrospective).,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/0479,PP-09626702,Sun 14 Mar 2021,Mon 15 Mar 2021,Chiseldon Methodist Church Turnball Chiseldon Swindon SN4 0LJ,Proposed rebuilding and reconfiguration of front boundary wall and steps to provide two parking spaces.,Application Granted,Granted Permission,Wed 13 Oct 2021,Unknown,Not Applicable
S/COND/21/0425,PP-09590231,Fri 05 Mar 2021,Fri 05 Mar 2021,Wichelstowe Development Area Southern Town Development Swindon Swindon,"Discharge of conditions 9 (Existing vegetation protection), 15 (Foul water strategy) and 16 (Surface water drainage) from Outline Planning Permission S/13/1524 (Strategic Development Allocation at Wichelstowe).",Conditions Discharged,Conditions Discharged,Fri 29 Oct 2021,Unknown,Not Applicable
S/ADV/21/0359,PP-09530737,Fri 26 Feb 2021,Fri 26 Feb 2021,Kingshill House Kent Road Kingshill Swindon SN1 4NH,Display of 3no. illuminated and non-illuminated signs.,Application Granted,Granted Permission,Tue 05 Oct 2021,Unknown,Not Applicable
S/COND/21/0332,PP-09557477,Wed 24 Feb 2021,Wed 24 Feb 2021,Burderop Park Wroughton Swindon SN4 0QD,"Discharge of conditions 7 (Hard & Soft Landscape Scheme), 9 (Cycle Parking Details), 12 (Management & Maintenance Scheme for Estate Roads), 19 (Surface Water Drainage Maintenance Scheme) and 22 (Waste Storage Details) from previous permission S/19/1892.",Conditions Discharged,Conditions Discharged,Thu 21 Oct 2021,Unknown,Not Applicable
S/21/0356,Not Applicable,Fri 05 Feb 2021,Mon 08 Mar 2021,61 Meadowcroft Stratton St Margaret Swindon SN2 7LA,"Sub-division of existing shop (Use Class E) to shop (Use Class E) and take away (Sui Generis), installation of extractor flue, change of use of existing ground floor storage area to 1no. flat and erection of first floor side/ rear extension to provide 1no. additional flat.",Application Granted,Granted Permission,Mon 04 Oct 2021,Unknown,Not Applicable
S/RES/21/0179,Not Applicable,Wed 27 Jan 2021,Wed 27 Jan 2021,Wat Tyler House Beckhampton Street Swindon SN1 2JG,TEST APPLICATION,Unknown,Reserved Matters Approved,Tue 05 Oct 2021,Unknown,Not Applicable
S/21/0231,PP-09407502,Fri 22 Jan 2021,Fri 05 Feb 2021,Symmetry Park (Phase 6) Shrivenham Road South Marston Swindon,"Erection of storage or distribution building (use class B8), ancillary buildings, offices, landscaping, vehicular parking, bus depot, creation of 2no. passenger vehicle accesses and associated works without compliance with conditions 2 (Approved Plans), 4 (Strategic Landscaping (including accoustic barrier)), 7 (Strategic Footpath/ cycleways) and 8 (Levels) from previous permission S/19/1891.",Application Granted,Granted Permission,Fri 22 Oct 2021,Unknown,Not Applicable
