,Name,Website,Address,Phone Number,Social Page,Social Page,Facilities and Capacity,Price Pdf link
129,Elkin Creek Vineyard,http://Elkincreekvineyard.com,"318 Elkin Creek Mill Road Elkin, NC, 28621",3365265119,http://www.facebook.com/pages/Elkin-Creek-Vineyard/198313186851191,https://www.pinterest.com/elkincreekwed/,"As many as 150 guests can join couples on their big day at Elkin Creek Vineyard. Couples can have their ceremony in one of two outdoor location options, the first being a merging point of two creeks. Similar to the way two individuals merge as a couple, this symbolic location offers the pleasant babbling brooks in the background. Couples will exchange vows surrounded by this water feature, as well as trees rich with leaves, stones, and wooded pathways. Another outdoor ceremony location option is on a sandy wooded beach, near a gentle waterfall and historic mill. This space is both natural and historic, giving the couples the best of two worlds for their wedding day. Couples can host an indoor ceremony or reception in the winery’s barn, where they will find themselves in the glow of twinkling lights. This rustic Harvest Barn offers plenty of wooden framework and accents for the perfect country reception. For couples seeking something slightly more contemporary, the dining room is also available for receptions.", 
130,Trillium Links and Lake Club,http://www.trilliumnc.com,"48 Links Drive Cashiers, NC, 28717",8287436161, , , ,https://cdn0.weddingwire.com/solic/4/0/5/1/4/1/pricing-1507577191-10069a0aa7ee1ae5-1435081661-0b71fdf65fb5344e-Wedding_and_Event_Brochure_2015.pdf
131,Southern C's Farm,http://southerncsfarm.com,"240 Southern C’s Trail Summerfield, NC, 27358",3364300216,https://www.facebook.com/Southern-Cs-Farm-103611991298222/,https://www.instagram.com/southern.cs.farm/,"Trees envelop the landscape around Southern C’s Farm, providing a lush setting as you say your “I dos” and dance the night away with your loved ones. Inside The Lodge, you can host your engagement party, rehearsal dinner, or a reception with a small guest list. The building features wood accents on walls and exterior facades which are complemented by hardwood flooring. These details lend themselves to the countryside chic look of the farm, as well as providing a sense of warmth. The dark hues also pair well with a number of wedding styles, allowing you to celebrate your special day in a way that suits you and your love.", 
132,The Blue Heron Event Venue,http://www.theblueheronvenue.com,"4130 Mendenhall Oaks Pkwy High Point, NC, 27265",336.297.7333,https://www.facebook.com/The.Blue.Heron.Event.Venue,https://www.instagram.com/the.blue.heron.event.venue/,This venue boasts both indoor and outdoor areas. To-be-weds can prepare for the event in comfortable get-ready rooms while guests are welcomed into the spacious foyer with a chandelier lighting feature., 
133,The Grande Victorian,https://thegrandevictorian.org/,"1710 West Franklin Street, Monroe, NC, 28112",980-313-8584,https://www.facebook.com/thegrandevictorianmonroe,https://www.pinterest.com/thegrandevictorian/,"The Grande Victorian estate comprises an outdoor pavilion, a large formal ballroom, and a newly renovated wedding suite. In the pavilion, you will say your heartfelt vows in a rustic space with exposed red brick steps, flooring and walls. There is also a white wedding arch covered in lush shrubbery to add to the whimsical aesthetic. The ballroom boasts shining black and white checkered tile flooring, ornate chandeliers, and floor-to-ceiling windows that allow the light to flood in. This property is surrounded by many beautiful sights and natural locations that are ideal for endless photo opportunities. The wedding suite includes lounge areas, a kitchenette, and a makeup and hair studio so you can relax and get ready for your big day in comfort and style.",https://cdn0.weddingwire.com/solic/5/6/5/3/7/0/pricing-509627d540f86045_pricing.pdf
134,Wrightsville Manor,http://www.wrightsvillemanor.com,"1952 Allens Lane Wilmington, NC, 28403",9105087224,http://www.facebook.com/1504315559810025,https://www.instagram.com/wrightsvillemanornc/, ,https://cdn0.weddingwire.com/solic/5/3/7/1/3/7/pricing-162d98fd80e000_12022-wrightsville-manor-pricing.pdf
135,Laurel Ridge Country Club,http://www.laurelridgeexperience.com/,"49 Cupp Lane Waynesville, NC, 28786",828-452-0545,https://www.facebook.com/pages/Laurel-Ridge-Weddings/463016193740484,http://twitter.com/LaurelRidgeCC,"Our spacious wedding spaces allow us to accommodate up to 250 guests and our team is here to provide you and your guests with impeccable service, food quality, flexibility and value.",https://cdn0.weddingwire.com/solic/5/6/3/2/4/1/pricing-5025c4766813ef40_2019-2020-pkg-catering-guide.pdf
136,Mariani's Venue,http://www.marianivenue.com/weddings,"26 Commerce Plaza Circle Pembroke, NC, 28372",9105211212,http://www.facebook.com/marianivenue.com, ,"Our passion and commitment to quality and service is what sets us apart at Mariani's Venue. We are passionate about food. This is why we always cook the freshest, highest quality, most delicious ingredients for our events. At Mariani's Venue, our mission is to contribute to your events by always exceeding your expectations. Our innovative menu, exquisite service and attention to detail are sure to impress you and your guests.",https://cdn0.weddingwire.com/solic/7/1/9/1/3/5/pricing-10362b91b7d2e914_pricing-6-26-22.pdf
137,Sanctuary Vineyards,http://www.beachvineyardwedding.com,"7005 Caratoke Highway Jarvisburg, North Carolina, 27939",2524912387,https://www.facebook.com/sanctuaryvineyardweddings,https://twitter.com/sanctuaryvine,Cuisine,https://cdn0.weddingwire.com/solic/6/8/9/0/7/1/pricing-1511203433-4caa124060a6fcb8-wedding_packages.pdf
138,The Grand Marquise Ballroom,http://www.grandmarquiseballroom.com,"225 New Fidelity Court Garner, NC, 27529",9197730013,https://www.facebook.com/GrandMarquiseBallroom, , , 
139,Chateau des Fleures,https://chateaudesfleures.com,"104 Pope Lake Rd Angier, NC, 27501",336-901-2933,https://www.facebook.com/Chateau-des-Fleures-115472021163947,https://www.instagram.com/Chateaudesfleures/,"Classic romance and refinement encapsulate every inch of this stunning estate. The chateau features a brick exterior with a red-brick outline and a classic round tower and conical roof to one side echoing authentic French chateaux. Inside, lavish interiors and rich wooden furnishings set the tone for upscale occasions. You can say ""I do"" in an outdoor ceremony, under a white gazebo surrounded by greenery and lush gardens. Stone statues in classical designs, fountains, and beautiful florals provide the perfect excuse for photo opportunities. For your evening reception, you can choose to erect a tent on the grounds, celebrate a small gathering by the poolside, or host a plush banquet in the main ballroom. Entering via a grand staircase, you can make your entrance as newlyweds in sophisticated style. The event space is characterized by rich furnishings, a large stone fireplace, ambient lighting, and lofty high ceilings. Long banquet tables are curated as you wish, with guests facing the sweetheart table by the fireplace. Enjoy an evening of fine dining, dancing, and making memories with your closest friends and family.",https://cdn0.weddingwire.com/solic/1/8/7/4/9/0/pricing-162841987efad5_package-pricing.pdf
140,Market Hall,http://www.historicmarkethall.com/,"214 E. Martin Street Raleigh, NC, 27601",984-232-8661,https://www.facebook.com/MarketHallRaleigh/,http://twitter.com/MarketHall1914,One Ceremony Room,https://cdn0.weddingwire.com/solic/5/7/8/8/5/7/pricing-5096298a91b53b88_market-hall-weddings-brochure-&-menu-2022-&-2023-4-22-22.pdf
141,The Historic Brookstown Inn,http://www.brookstowninn.com/weddings,"200 Brookstown Ave Winston Salem, NC, 27101",3367251120,http://www.facebook.com/TheHistoricBrookstownInn,http://twitter.com/brookstowninn,"Accommodation
The Historic Brownstone Inn offers couples and their guests 70 guest rooms, including 28 suites to choose between. The Inn itself boasts 19th century pine floors, handmade brick walls and exposed wood beams. Your loved ones will experience evening wine and cheese reception, cookies and milk at bedtime, as well as a hot Southern breakfast in the morning. There’s a 24-hour fitness center, and a welcoming front desk staff to attend to your every need.",https://cdn0.weddingwire.com/solic/0/1/1/4/6/0/pricing-361e843fc8c85a_brookstowninn-wedding-package.pdf
142,Country Club of Asheville,http://www.ccofasheville.com,"170 Windsor Road Asheville, NC, 28804",8283982742,https://www.facebook.com/Country-Club-of-Asheville-Inc-120183574660088/?fref=ts,https://www.instagram.com/ccofashevilleweddings/, ,https://cdn0.weddingwire.com/solic/7/4/2/0/3/6/pricing-5026294ea7e4cfde_2022ccaweddingguide.pdf
143,The Club at 12 Oaks,https://theclubat12oaks.com/web/pages/weddings,"2004 Green Oaks Parkway Holly Springs, NC, 27540",9192853680,https://www.facebook.com/The-Club-at-12-Oaks-136034886470809/,https://www.instagram.com/12_oaks,"12 Oaks Golf Club provides each couple with a range of outdoor and indoor event spaces perfect for wedding ceremonies, receptions, engagement parties, and more. Overlooking the venue’s gorgeous golf course, each couple can transform the outdoor event space into their dream wedding setting. The Golf Club provides every couple with a blank canvas for them to apply their style, color, and preferred theme when decorating each event space. Each couple and their guests can also make use of the venue’s range of recreational facilities. The venue’s centerpiece is their Jack Nicklaus-designed, 7,132-yard course that can challenge golfers of all skill levels. Additional facilities include bride and groom suites, tennis courts, a fitness center, pickleball courts, and an on-site pool featuring two-story water slides for children and Olympic lap lanes for serious swimmers.",https://cdn0.weddingwire.com/solic/9/0/6/6/1/0/pricing-5026105703391dc3_2021-12-oaks-wedding-booklet.pdf
144,The Holt House,https://www.holthousenc.com/,"408 S Main St Lexington, NC, 27292",3362256459,https://www.facebook.com/holthousenc/,https://www.instagram.com/holthousenc/,"The Holt House boasts many suites that you may use to prepare for your special day. Most expansive and luxurious is the Louisa Suite, featuring a four mirror marble vanity and a fully equipped bathroom which you and your entourage may use to dress for your ceremony. This suite can comfortably accommodate your hair and makeup services for the day. Additional get-ready rooms include the Rainey, Claudia, and Frances Suites. Each of these rooms boasts plush furnishings and generous natural light. Your ceremony can take place in the mansion’s main event space, the Grand Parlour. Here, you will find a living area with a high crown-molded ceiling and elegant decor. Exchange your vows in front of the grand fireplace or in front of the parlor’s bay window. Not only does this space photograph intimate services beautifully, but it can also open up and serve as the main dining area for your reception. Sliding open the white doors, you will find the Kilpatrick Room just off of the parlor. Here, you can serve refreshments following your ceremony. The Kilpatrick Room also offers additional space to seat your guests when dining. The combination of these two spacious areas can allow you to create a romantic atmosphere for your wedding dinner. Delicately crafted chandeliers are featured overhead and can cast a warm light over your event as the day settles into the evening. Another feature for you and your guests to enjoy on-site is the Porch Room. This area is ideal for an after-dinner cocktail or cup of coffee, somewhere you can relax and unwind. The Patio and Gardens also offer an excellent opportunity to enjoy Holt Houses’ lovely plant life and surroundings.",https://cdn0.weddingwire.com/solic/1/7/0/2/6/9/pricing-1618c15f814ced_hhpricing2022.pdf
