Unnamed: 0,Name,City,Address,Phone Number,Venue Type,Capacity,Amenities
929,Nineteenth Century Charitable Association | Oak Park Banquets,Oak Park,,"178 Forest Avenue 
Oak Park, IL 60301, US","Event Space, Catering", , 
930,Quality Italian,"New York, Manhattan","Midtown, Steinway, Red Hook, Manhattan","57 West 57th Street 
New York, NY 10019, US",Restaurant,Seated: 15, 
931,Market Broiler,Ontario,In-House Catering,"4553  Mills Circle 
Ontario, CA 91764, US",,Seated: 85,Break Out Rooms
932,Best Western Plus Portsmouth Hotel & Suites,Portsmouth,,"580 US Route 1 Bypass 
Portsmouth, NH 03801, US",Hotel, , 
933,The County Line on The Hill,Austin,,"6500 Bee Caves Road 
Austin, TX 78746, US",Restaurant, ,Patio
934,Blue Mesa Grill - Ft. Worth,Fort Worth,,"612 Carroll Street 
Fort Worth, TX 76107, US",, , 
935,Rudi's Portsmouth,Portsmouth,,"20 High St 
Portsmouth, NH 03801, US",Restaurant,Standing: 55, 
936,Montana Jack's Billings,Billings,Heights,"520 Hansen Lane 
Billings, MT 59105, US","Restaurant, Catering", ,Flexible Floor Plan
937,Pinstripes - Chicago,Chicago,"River North, Streeterville","435 East Illinois Street 
Chicago, IL 60611, US","Entertainment, Unique", , 
938,Gordon Biersch Brewery Restaurant - Annapolis,Annapolis,,"1906 Towne Centre Boulevard 
Annapolis, MD 21401, US",Restaurant,Seated: 20,Full Bar
939,Fogo de Chão Portland,Portland,"Downtown, Southwest Hills, Linnton, Historic Milwaukie, Forest Park","930 SW Sixth Avenue 
Portland, OR 97204, US",Restaurant, , 
940,The Dancing Crane at Sandhill Crane Golf Club,"West Palm Beach, Palm Beach Gardens",,"9500 Sandhill Crane Drive 
West Palm Beach, FL 33412, US","Restaurant, Event Space, Bar, Country Club, Banquet Hall, Other, Cafe, Food Truck, Wedding Venue, Catering, Cocktail Lounge, Golf Course, Unique", ,A/V Equipment
941,Ambar - Capitol Hill,Washington,Capitol Hill,"523 8th Street SE - Washington DC  
Washington, DC 20003, US",Restaurant, , 
942,The Skyline Club,Chicago,"Loop, The Loop","307 North Michigan Ave.  
Chicago, IL 60601, US","Restaurant, Event Space, Other", , 
943,Wild Crush Wine Bar(n),St. Louis,,"13360 Clayton Road 
Suite #105
St. Louis, MO 63131, US",Restaurant,Minimum Guests: 20, 
944,"Lindy's Landing, Inc.",Wauconda,,"115 Park Street 
Wauconda, IL 60084, US",Restaurant,Seated: 20, 
945,Juan's Rooftop & Cantina,Richmond,,"11 West Broad Street 
Richmond, VA 23220, US","Restaurant, Event Space, Bar, Meeting Space, Cocktail Lounge", ,A/V Equipment
946,The Local Catering,Charlottesville,Belmont,"824 Hinton Avenue 
Charlottesville, VA 22902, US",, , 
947,Dandelion Catering,Yarmouth,,"81 Bridge Street 
Yarmouth, ME 04096, US",, , 
948,Marna's Catering,Robbinsdale,,"4150 West Broadway Ave 
Robbinsdale, MN 55422, US",, , 
949,Marna's Catering,Robbinsdale,,"4150 West Broadway Ave 
Robbinsdale, MN 55422, US",Catering, , 
950,The Art of Food,Englewood,In-House Catering,"176  South Van Brunt Street 
Englewood, NJ 07631, US",,Seated: 100, 
951,Culinary Dropout Waterfront - Scottsdale,Scottsdale,South Scottsdale,"7135 East Camelback Rd. Suite 125  
Scottsdale, AZ 85251, US",Restaurant, ,Live Music/DJ
952,Tin Lizzy's Sugarloaf,Duluth,,"6320  Sugarloaf Parkway 
Duluth, GA 30097, US",,Seated: 90,Handicap Accessible
953,Olive Events,Kansas City,In-House Catering,"11620  Leavenworth Road 
{}
Kansas City, KS 66109, US",, , 
954,Burlington Beer Company,Burlington,,"180 Flynn Avenue 
Burlington, VT 05401, US","Restaurant, Event Space, Brewery, Bakery, Unique", ,A/V Equipment
955,Radnor - Harvest Seasonal Grill & Wine Bar,Radnor,,"555 E Lancaster Ave 
Radnor, PA 19087, US",,Seated: 333, 
956,Courtyard by Marriott Isla Verde Beach Resort,Carolina,,"7012 Calle Avenue Boca de Cangrejos 
Carolina, PR 00979, US","Hotel, Resort", ,Overnight Rooms
957,Hard Truth Hills,Nashville,In-House Catering,"418  Old State Road 46 
Nashville, IN 47448, US",,Seated: 130,Great Views
958,Victory Italian,Chicago,River North,"434  West Ontario Street 
Chicago, IL 60654, US",,Seated: 110, 
959,Sullivan's Steakhouse Charlotte,Charlotte,Dilworth,"1928 South Blvd., Suite 200 
Charlotte, NC 28203, US",, , 
960,The Camp House,Chattanooga,,"149 E M L King Blvd 
Chattanooga, TN 37402, US",, ,Handicap Accessible
961,Brio Italian Grille Christiana,Newark,,"305 Christiana Mall Rd 
Newark, DE 19702, US",Restaurant, , 
962,Best Western Plus Cairn Croft Hotel,Niagara Falls,,"6400 Lundy's Lane 
Niagara Falls, ON L2G 1T6, CA","Restaurant, Hotel", ,Arcade Games
963,Rosa Mexicano - Union Square,"New York, Manhattan, Chelsea","Gramercy, Steinway, Red Hook, Manhattan, Flatiron District","9 East 18th Street 
New York, NY 10003, US",Restaurant, , 
964,Bassline Chi,Chicago,"Near South Side, South Loop","2239  South Michigan Avenue 
Chicago, IL 60616, US",Event Space,Seated: 100,A/V Equipment
965,Scarlet Oak Tavern,Hingham,,"1217 Main Street 
Hingham, MA 02043, US",, , 
966,Brio Italian Grille City Centre,Houston,"Greater Memorial, Spring Branch, Memorial","12808 Queensbury Lane 
Houston, TX 77024, US",Restaurant, , 
967,The View at Briarcliff,Kansas City,Outside Catering Allowed,"4000 North Mulberry 
Kansas City, MO 64116, US",,Seated: 500,A/V Equipment
968,Bogart House,"New York, Brooklyn","Steinway, Williamsburg, Red Hook, Bushwick, Brooklyn","230 Bogart Street 
Brooklyn, NY 11206 , US","Event Space, Bar, Warehouse, Loft, Wedding Venue, Cocktail Lounge, Entertainment, Night Club", , 
969,Tom's Watch Bar - LA Live,Los Angeles,South Park,"1011 S Figueroa Street 
Los Angeles, CA 90015, US","Restaurant, Event Space, Unique", ,Patio
970,Grain and Cane,Berkeley Heights,,"250 Connell Dr 
Berkeley Heights, NJ 07922, US","Restaurant, Event Space", , 
971,Baldwin Bowling Center,Baldwin,,"2407  Grand Avenue 
Baldwin, NY 11510, US",, , 
972,Cafe Americano,Las Vegas,The Strip,"3570 S. Las Vegas Blvd 
Las Vegas, NV 89109, US",Restaurant, , 
973,NM Cafe - Walnut Creek,Walnut Creek,,"1000 S. Main St 
Walnut Creek, CA 94596, US",Restaurant, ,Valet Parking
974,Buena Vida Cantina,San Francisco,,"860 Folsom Street 
San Francisco, CA 94107, US","Restaurant, Bar, Catering, Cocktail Lounge",Seated: 50, 
975,Tuscan Catering,Salem,,"63 Main Street 
Salem, NH 03087, US",Restaurant,Seated: 5, 
976,Earls Kitchen + Bar Glenarm,"New York, Denver, SF","Lodo, Central Business District","1600 Glenarm Place 
Denver, CO 80202, US","Restaurant, Event Space, Cocktail Lounge",Seated: 1,Great Views
977,Christini's Ristorante Italiano,Orlando,,"7600 Dr. Phillips Blvd 
Orlando, FL 32819 , US",, , 
978,Shorty's Pins x Pints,Pittsburgh,North Shore,"353 North Shore Drive 
Pittsburgh, PA 15212, US","Restaurant, Event Space, Bar, Arcade, Bowling, Entertainment, Unique",Seated: 10,Arcade Games
979,Barcelona Inman Park,Atlanta,Atlanta-Inman Park,"240 N. Highland Ave. NE 
Atlanta, GA 30307, US",,Seated: 255,Outdoor Space
980,Carmine's DC,Washington,"Downtown, Penn Quarter","425 7th St NW 
Washington, DC 20004, US","Restaurant, Catering", ,Street Parking
981,Speedway Indoor Karting,Speedway,,"1067 Main Street 
Speedway, IN 46224, US",, , 
982,Carmine’s LV,Las Vegas,The Strip,"3500 S Las Vegas Blvd 
Las Vegas, NV 89109, US","Restaurant, Catering", ,Valet Parking
983,The Corner Pantry,"Baltimore, Towson",,"6080 Falls Rd 
Baltimore, MD 21209, US",,Seated: 22, 
984,Cinepolis Luxury Cinemas Pacific Palisades,Los Angeles,"Pacific Palisades, West Los Angeles","1035 N Swarthmore Ave 
Los Angeles, CA 90272, US",,Seated: 77,A/V Equipment
985,Smith & Wollensky Las Vegas,Las Vegas,The Strip,"3377 S Las Vegas Blvd 
Las Vegas, NV 89109, US",Restaurant,Standing: 550,Bar Packages
986,Stars Cafe,"New York, Brooklyn","Steinway, Red Hook, Bushwick, Brooklyn","247  Wilson Avenue 
Brooklyn, NY 11237, US",,Seated: 30,Street Parking
987,Maggiano's Little Italy Tysons Corner,"McLean, Tysons Corner",,"2001 International Dr. 
McLean, VA 22102, US","Restaurant, Event Space, Catering", ,A/V Equipment
988,Ruth Eckerd Hall,Clearwater,,"1111 McMullen Booth Road  
Clearwater, FL 33759, US","Event Space, Theatre, Wedding Venue, Entertainment, Night Club, Unique", ,A/V Equipment
989,Irish Cultural Center,San Francisco,Parkside,"2700 45th Ave, San Francisco, CA 94116, USA 
San Francisco, CA , US",,Seated: 300,A/V Equipment
990,Scholz Garten,Austin,Downtown,"1607 San Jacinto Blvd 
Austin, TX 78701, US",,Seated: 1221, 
991,Buca di Beppo Fort Union,Midvale,,"935 East Fort Union Boulevard 
Midvale, UT 84047, US",Restaurant, , 
992,Zeppelin Rooftop Bar + Restaurant,"505 3rd Avenue North 
Floor 7R
Nashville, TN 37201, US",Nashville,,, , 
993,J Gilbert’s Wood-Fired Steaks & Seafood [Worthington],"Columbus, Columbus,",Far North,"1 E Campus View Blvd, Columbus, OH 43235 
Columbus,, OH 43235, US",,Seated: 65, 
994,Yee Haw & Ole Smoky 6th and Peabody,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank, Citizens Protecting Revitalization","423  6th Avenue South 
Nashville, TN 37203, US",,Seated: 80,Handicap Accessible
995,Bristol Harbor Inn,Bristol,,"259 Thames Street 
Bristol, RI 02809, US","Event Space, Hotel, Wedding Venue", ,Dance Floor
996,Afro Deli & Catering - St. Paul,"St Paul, Saint Paul",Downtown,"5 West 7th Place. 
St Paul, MN 55102, US",, ,Street Parking
997,Clevelander South Beach,Miami Beach,Flamingo Lummus,"1020 Ocean Drive 
Miami Beach, FL 33139, US",Hotel, ,Handicap Accessible
998,Kalypso's Sports Tavern,Reston,Town Center,"1617 Washington Plaza North 
Reston, VA 20190, US","Restaurant, Event Space, Wedding Venue, Catering, Cocktail Lounge, Entertainment, Unique",Seated: 24,Ceremony Site
999,Cannon Room,Raleigh,Central,"16  West Martin Street 
Raleigh, NC 27601, US",,Seated: 150,Handicap Accessible
1000,Sugar Factory - Foxwoods Casino,Mashantucket,,"350 Trolley Line Blvd. 
Mashantucket, CT 06338, US",, , 
1001,The Captain’s Club at Legacy,Plano,,"5840 Legacy Circle 
Plano, TX 75024, US","Restaurant, Event Space, Cocktail Lounge, Entertainment, Unique", ,Patio
1002,Natraj Catering,Irvine,East Industrial Complex,"23 Musick 
Irvine, CA 92618, US",Catering, , 
1003,Oronoque Country Club,Stratford,,"385 Oronoque Lane 
Stratford, CT 06614, US","Country Club, Wedding Venue, Golf Course", , 
1004,Smith & Wollensky Atlantic Wharf,Boston,"Central, Downtown","294 Congress Street 
Boston, MA 02210, US",Restaurant,Standing: 450,Coat Check
1005,Mount Alverno Luxury Resorts,Caledon Village,,"20706 Heart Lake Road 
Caledon Village, ON L7K 2A2, CA","Hotel, Resort, Unique", ,Hotel Parking
1006,Carmine's 91st,"New York, Manhattan","Steinway, Upper West Side, Manhattan","2450 Broadway 
New York, NY 10024, US","Restaurant, Catering", ,Street Parking
1007,Carmine's DC,Washington,"Downtown, Penn Quarter","425 7th Street NW 
Washington, DC 20004, US",Restaurant, ,Ceremony Site
1008,Des Moines Beach Park Event Center,"Seattle, Des Moines",Marina District,"22030  Cliff Avenue South 
Des Moines, WA 98198, US",,Seated: 360,A/V Equipment
1009,Log Cabin Inn,Howards Grove,,"633 Madison Ave 
Howards Grove, WI 53083, US",, , 
1010,Rush Creek Lodge,Groveland,,"34001 Highway 120 
Groveland, CA 95321, US",, , 
1011,The Mooring,Newport,Downtown,"Sayer's Wharf 
Newport, RI 02840, US",Restaurant, , 
1012,Pins Mechanical Co. & 16-Bit Bar+Arcade Cincinnati,Cincinnati,Over-The-Rhine,"1124 Main Street 
Cincinnati, OH 45202, US","Bar, Arcade, Bowling",Minimum Guests: 15, 
1013,The Grand Canadian,,,"116 West Main Street 
,  73080, ",,Seated: 140,Theater Space
1014,Moncton Coliseum,Moncton,,"377 rue Kilam Drive 
Moncton, NB E1C 3T1, CA","Event Space, Conference Center, Catering", ,A/V Equipment
1015,Blanco Cantina Kensington,Calgary,,"1140 Kensington Road Northwest 
Calgary, AB T2N 3P3, CA",Restaurant, , 
1016,La Paloma Cafe,Santa Barbara,Downtown,"702 Anacapa Street 
Santa Barbara, CA 93101, US","Restaurant, Event Space, Wedding Venue",Seated: 10,Bar Packages
1017,Resurgence at Chicago Street,Buffalo,First Ward,"55 Chicago Street 
Buffalo, NY 14204 , US","Event Space, Other, Brewery, Cocktail Lounge, Unique", ,Flexible Floor Plan
1018,The Hamilton Manor,Hamilton Township,Yardville-Groveville,"30 Route 156 
Hamilton Township, NJ 08620, US","Event Space, Wedding Venue", ,A/V Equipment
1019,Olive & Ivy,Scottsdale,South Scottsdale,"7135 E. Camelback Rd. Suite 195  
Scottsdale, AZ 85251, US",Restaurant, ,A/V Equipment
1020,Rosa Mexicano - DC,,,"575 Seventh St at F Street NW 
,  20004, ",Restaurant, , 
1021,Fort Street Galley,Detroit,Downtown,"160  West Fort Street 
Detroit, MI 48226, US",, , 
1022,Southern Art Restaurant,Atlanta,"Buckhead, Peachtree Park","3315  Peachtree Road Northeast 
Atlanta, GA 30326, US",,Seated: 180,Handicap Accessible
1023,Cartridge Brewing,Maineville,,"1411 Grandin Road 
Maineville, OH 45039, US","Restaurant, Brewery",Seated: 200,Bar Packages
1024,Winona Golf & Dining,Winona,In-House Catering,"22852 County Road 17 
Winona, MN 55987, US","Restaurant, Event Space, Golf Course", ,A/V Equipment
1025,Fogo de Chão São Paulo - Vila Olimpia,,,"Av. dos Bandeirantes 
,  , ",Restaurant, , 
1026,Fogo de Chão São Paulo - Vila Olimpia,,,"Av. dos Bandeirantes 
,  , ",Restaurant, , 
1027,Fogo de Chão São Paulo - Vila Olimpia,,,"Av. dos Bandeirantes 
,  , ",Restaurant, , 
1028,Blanco - 17th Ave,Calgary,,"723 17 Avenue Southwest 
Calgary, AB T2S 0B6, CA","Restaurant, Bar, Wedding Venue, Unique",Minimum Guests: 8,A/V Equipment
1029,Presidio Palms Cafe and Catering,San Francisco,Presidio,"39 Mesa Street, Suite 108 
San Francisco, CA 94129, US",, , 
1030,Scarlett's Fine Events,North Haven,,"201 Washington Ave. 
North Haven, CT 06473, US","Restaurant, Event Space, Hotel, Conference Center, Wedding Venue", , 
1031,The Vintage Cake,Atlantic Highlands,,"171 First Avenue, Suite 4 
Atlantic Highlands, NJ 07716, US","Catering, Bakery", , 
1032,Paris Cafe,New York,"Financial District, Manhattan","119 South Street 
New York, NY 10038, US","Restaurant, Event Space, Bar, Cocktail Lounge",Seated: 125,A/V Equipment
1033,Epicenter Sports and Entertainment,Santa Rosa,,"3215 Coffey Lane 
Santa Rosa, CA 95403, US","Restaurant, Event Space, Arcade, Bowling, Cocktail Lounge, Entertainment", ,Arcade Games
1034,Rock Creek Resort,Red Lodge,,"6380 US Hwy 212 
Red Lodge, MT 59068, US",,Seated: 300,Outdoor Space
1035,Howl at the Moon Chicago,Chicago,"River North, Near North","26 West Hubbard Street 
Chicago, IL 60610, US",Entertainment, , 
1036,SeaGarden Beach Resort,,,"8 Kent Ave 
,  JMCJS12, ","Hotel, Resort", , 
1037,Food 4 Thought Catering & Productions,Huntington Station,,"76 Rushmore Street 
Huntington Station, NY 11746, US","Event Space, Bar, Banquet Hall, Other, Conference Center, Wedding Venue, Catering, Entertainment, Unique", , 
1038,Loch Bar,Baltimore,Jonestown,"240 International Drive 
Baltimore, MD 21202, US",Restaurant, ,Coat Check
1039,Lone Star Café,San Antonio,"Downtown, Riverside","237  Losoya Street 
San Antonio, TX 78205, US",,Seated: 392,Great Views
1040,Planet Hollywood - Heart Bar,Las Vegas,,"3667 South Las Vegas Boulevard 
Las Vegas, NV 89109, US",, , 
1041,King's Cafe,New York,,"79 Clinton Street 
New York, NY 10002, US",, , 
1042,Z Catering,Granby,,"10 Hartford Avenue 
Granby, CT 06035, US","Restaurant, Food Truck, Catering", ,Bar Packages
1043,Beltline,Grand Rapids,,"2630 East Beltline Ave 
Grand Rapids, MI 49546, US","Restaurant, Event Space, Catering", ,A/V Equipment
1044,The Arbor Room Lumberyard,Charleston,,"1859 SUMMERVILLE AVE 
Charleston, SC 29405, US","Event Space, Wedding Venue, Entertainment, Unique",Standing: 260,A/V Equipment
1045,The Franklin Institute,Philadelphia,"City Center West, Logan Square","222 North 20th Street 
Philadelphia, PA 19103, US","Event Space, Museum, Unique",Seated: 280, 
1046,The Capitol District Plaza,Omaha,,"1022 Capitol Avenue 
Omaha, NE 68102, US",Unique, , 
1047, , , , , , , 
1048,Savory Cuisines Catering,Boulder,East Boulder,"5741 Arapahoe Ave #1 
Boulder, CO 80303, US",, , 
1049,Westport Ale House,Kansas City,Old Westport,"4128 Broadway Boulevard 
Kansas City, MO 64111, US",,Seated: 184,Handicap Accessible
1050,Moe's Cantina - Wrigley,Chicago,Lake View,"3518 N. Clark Street 
Chicago, IL 60657, US",, , 
1051,Give A Fork Catering,White Sulphur Springs,,"101 1st Ave SE 
White Sulphur Springs, MT 59645, US",Catering, , 
1052,Strega Italiano - Back Bay,Boston,"Central, Back Bay","64 Arlington Street  
Boston, MA 02116, US",, , 
1053,Mystic Dunes Resort and Golf Club,Celebration,,"7600 Mystic Dunes Drive 
Celebration, FL 34747, US","Golf Course, Resort",Standing: 300,A/V Equipment
1054,Brio Italian Grille City Creek,"Salt Lake City, Salt Lake",Downtown,"80 S. Regent St 
Salt Lake, UT 84111, US",Restaurant, , 
1055,Chestnut Ridge Resort,Blairsville,,"132 Pine Ridge Rd.   
Blairsville, PA 15717, US","Event Space, Wedding Venue, Golf Course",Standing: 300,A/V Equipment
1056,Colonial Quarter,"St Augustine, St. Augustine",,"33 St George St 
St. Augustine, FL 32084, US","Restaurant, Event Space, Bar, Wedding Venue, Catering, Entertainment", ,A/V Equipment
1057,Arlington Improv Comedy Theatre & Restaurant,Arlington,"East, Eastside","309 Curtis Mathis Way, Suite 147 
Arlington, TX 76018, US","Restaurant, Event Space, Theatre, Other, Conference Center, Catering, Arcade, Cocktail Lounge, Entertainment, Night Club, Unique", ,A/V Equipment
1058,City Fish Market - Boca,Boca Raton,,"7940 Glades Road 
Boca Raton, FL 33434, US",Restaurant, , 
1059,Barcelona Ironworks,Atlanta,"Home Park, Atlantic Station","1085 Howell Mill Rd. 
Atlanta, GA 30318, US",,Seated: 250,Handicap Accessible
1060,Rothchild Catering and Conference Center,Knoxville,,"8807 Kingston Pike 
Knoxville, TN 37923, US","Event Space, Other, Wedding Venue, Catering, Unique", ,A/V Equipment
1061,Tony Gwynn's Sports Pub,Jamul,,"14145 Campo Rd. 
Jamul, CA 91935, US",Restaurant, , 
1062,Birdies Grillhouse and Sports Bar,Westfield,,"632 Indiana 32 
Westfield, IN 46074, US","Restaurant, Event Space, Bar, Other, Catering, Entertainment, Golf Course", ,Bar Packages
1063,Carnitas' Snack Shack,San Diego,,"1004 N Harbor Drive 
San Diego, CA 92101, US","Restaurant, Cocktail Lounge, Entertainment",Seated: 10,Full Bar
1064,Sarabeth's Central Park South,"New York, Manhattan","Central Park, Midtown, Manhattan","40 Central Park South 
Sarabeth's Central Park South
New York, NY 10019, US","Restaurant, Event Space",Seated: 15, 
1065,Front Street Cafe,Philadelphia,Fishtown,"1253 N. Front St. 
Philadelphia, PA 19122, US",Restaurant, ,A/V Equipment
1066,Revolution Catering,Woburn,,"161 Merrimac Street 
Woburn, MA 01801, US",, , 
1067,Due South | The Loft at Due South,Peachtree City,In-House Catering,"302 Clover Reach, Peachtree City, GA 30269 
Peachtree City, GA 30269, US",,Seated: 200,A/V Equipment
1068,The Nash/Noble Fare,Calgary,,"925 11 St SE. 
Calgary, AB T2G 0R4, CA",Restaurant, , 
1069,Buca di Beppo Pittsburgh - Robinson Town Centre,Pittsburgh,,"6600 Robinson Centre Drive 
Pittsburgh, PA 15205, US",Restaurant, , 
1070,Recovery Sports Grill - Verona,Verona,In-House Catering,"5270  Willow Place 
Verona, NY 13478, US",,Seated: 250, 
1071,Recovery Sports Grill - Verona,Verona,,"5270 Willow Place 
Verona, NY 13478, US","Restaurant, Bar", , 
1072,COTA Karting,Austin,,"9201 Circuit of The Americas Blvd, Lot A 
Austin, TX 78617, US",,Seated: 30,Outdoor Space
